wine number,acidity type 1,acidity type 2,citric acid,residual sugar,chlorides,sulfur dioxide type 1,sulfur dioxide type 2,pH,sulphates,alcohol,density,color,quality
2026,6.2,0.35,0.04,1.2,0.06,23,108,3.26,0.54,9.2,0.9934,W,5
2027,7.2,0.21,0.34,1.1,0.046,25,80,3.25,0.4,11.3,0.992,W,6
2028,5.9,0.36,0.41,1.3,0.047,45,104,3.33,0.51,10.6,0.9917,W,6
2029,7.4,0.35,0.24,6,0.042,28,123,3.14,0.44,11.3,0.99304,W,5
2030,5.9,0.46,0,1.9,0.077,25,44,3.5,0.53,11.2,0.99385,R,5
2031,6.4,0.24,0.26,8.2,0.054,47,182,3.12,0.5,9.5,0.99538,W,5
2032,7.2,0.24,0.3,1.2,0.037,11,95,2.96,0.36,12.5,0.98914,W,6
2033,7.9,0.25,0.29,5.3,0.031,33,117,3.06,0.32,11.8,0.9918,W,7
2034,7.7,0.715,0.01,2.1,0.064,31,43,3.41,0.57,11.8,0.99371,R,6
2035,7.8,0.27,0.58,11.2,0.036,44,161,3.06,0.41,8.9,0.9977,W,6
2036,8.3,0.25,0.49,16.8,0.048,50,228,3.03,0.52,9.2,1.0001,W,6
2037,8,0.14,0.33,1.2,0.045,71,162,3.07,0.47,11,0.9914,W,6
2038,6.5,0.27,0.19,6.6,0.045,98,175,3.16,0.34,10.1,0.99364,W,6
2039,6.5,0.43,0.28,12,0.056,23,174,3.31,0.55,9.3,0.9986,W,5
2040,5.9,0.42,0.36,2.4,0.034,19,77,3.25,0.48,10.9,0.99184,W,5
2041,5.7,0.4,0.35,5.1,0.026,17,113,3.18,0.67,12.4,0.99052,W,6
2042,7,0.26,0.46,15.55,0.037,61,171,2.94,0.35,8.8,0.9986,W,6
2043,5.2,0.16,0.34,0.8,0.029,26,77,3.25,0.51,10.1,0.99155,W,6
2044,8.8,0.6,0.29,2.2,0.098,5,15,3.36,0.49,9.1,0.9988,R,5
2045,8.3,0.18,0.37,1.2,0.049,6,94,3.18,0.52,10.1,0.9937,W,5
2046,8.5,0.16,0.33,1,0.076,17,57,3.14,0.46,10.6,0.9921,W,6
2047,7.1,0.37,0.67,10.5,0.045,49,155,3.16,0.44,8.7,0.9975,W,5
2048,7.4,0.6,0.26,7.3,0.07,36,121,3.37,0.49,9.4,0.9982,R,5
2049,7.3,0.3,0.74,13.5,0.039,46,165,3.02,0.4,8.7,0.9982,W,5
2050,5.9,0.17,0.3,1.4,0.042,25,119,3.68,0.72,10.5,0.9931,W,6
2051,9.1,0.3,0.34,2,0.064,12,25,3.26,0.84,11.7,0.99516,R,7
2052,6.8,0.27,0.42,7.3,0.054,58,200,3.12,0.49,9.4,0.99556,W,6
2053,6.8,0.24,0.35,6.4,0.048,44,172,3.29,0.55,10.5,0.9944,W,7
2054,6.4,0.24,0.23,7.3,0.069,31,157,3.25,0.53,9.1,0.9962,W,5
2055,6.7,0.16,0.32,12.5,0.035,18,156,2.88,0.36,9,0.99666,W,6
2056,6.4,0.38,0.2,5.3,0.117,57,181,3.24,0.43,9.5,0.99459,W,6
2057,5.6,0.205,0.16,12.55,0.051,31,115,3.4,0.38,10.8,0.99564,W,6
2058,8.2,0.34,0.38,2.5,0.08,12,57,3.3,0.47,9,0.9978,R,6
2059,6.7,0.26,0.29,5.8,0.025,26,74,3.28,0.53,11,0.9929,W,6
2060,6.6,0.5,0.04,2.1,0.068,6,14,3.39,0.64,9.4,0.9955,R,6
2061,7.9,0.885,0.03,1.8,0.058,4,8,3.36,0.33,9.1,0.9972,R,4
2062,9.2,0.16,0.49,2,0.044,18,107,3.1,0.53,10.2,0.99514,W,4
2063,6.8,0.15,0.33,4.7,0.059,31,118,3.43,0.39,9,0.9956,W,7
2064,8.3,0.65,0.1,2.9,0.089,17,40,3.29,0.55,9.5,0.99803,R,5
2065,6.9,0.33,0.21,1,0.053,39,148,3.12,0.45,9.4,0.9927,W,6
2066,6,0.33,0.26,5.1,0.051,16,119,3.15,0.41,9.2,0.99416,W,5
2067,6.8,0.23,0.3,6.95,0.044,42,179,3.25,0.56,10.6,0.9946,W,6
2068,5.1,0.21,0.28,1.4,0.047,48,148,3.5,0.49,10.4,0.99168,W,5
2069,6.4,0.53,0.09,3.9,0.123,14,31,3.5,0.67,11,0.9968,R,4
2070,7.2,0.6,0.2,9.9,0.07,21,174,3.03,0.54,9.1,0.9971,W,5
2071,8.2,0.73,0.21,1.7,0.074,5,13,3.2,0.52,9.5,0.9968,R,5
2072,6.6,0.41,0.27,10.7,0.11,20,103,3.08,0.41,9,0.99672,W,6
2073,6.6,0.22,0.37,15.4,0.035,62,153,3.02,0.4,9.3,0.99845,W,5
2074,6.9,0.54,0.26,12.7,0.049,59,195,3.26,0.54,10.5,0.99596,W,6
2075,6.3,0.35,0.3,5.7,0.035,8,97,3.27,0.41,11,0.9927,W,7
2076,7.5,0.41,0.23,14.8,0.054,28,174,3.18,0.49,9.7,0.99898,W,5
2077,8.1,0.38,0.28,2.1,0.066,13,30,3.23,0.73,9.7,0.9968,R,7
2078,6.9,0.2,0.5,10,0.036,78,167,3.15,0.55,10.2,0.9964,W,6
2079,7.7,0.44,0.24,11.2,0.031,41,167,3.12,0.43,11.3,0.9948,W,7
2080,7.2,0.62,0.06,2.5,0.078,17,84,3.51,0.53,9.7,0.99746,R,5
2081,8.1,0.34,0.28,7.5,0.04,70,230,3.14,0.55,9.8,0.99558,W,6
2082,6.8,0.17,0.32,1.4,0.04,35,106,3.16,0.66,12,0.99026,W,5
2083,8.4,0.29,0.29,1.05,0.032,4,55,2.91,0.32,11.4,0.9908,W,4
2084,7.9,0.21,0.39,2,0.057,21,138,3.05,0.52,10.9,0.99176,W,5
2085,7,0.5,0.25,2,0.07,3,22,3.25,0.63,9.2,0.9963,R,5
2086,6.1,0.34,0.27,2.6,0.024,20,105,3.4,0.67,12.2,0.9906,W,7
2087,8.7,0.15,0.3,1.6,0.046,29,130,3.22,0.38,9.8,0.9942,W,6
2088,6.9,0.29,0.41,7.8,0.046,52,171,3.12,0.51,9.6,0.99537,W,5
2089,6.1,0.27,0.43,7.5,0.049,65,243,3.12,0.47,9,0.9957,W,5
2090,6,0.2,0.26,1.1,0.033,38,67,3.14,0.38,11.5,0.98954,W,6
2091,7.7,0.3,0.42,14.3,0.045,45,213,3.18,0.63,9.2,0.9991,W,5
2092,5.1,0.29,0.28,8.3,0.026,27,107,3.36,0.37,11,0.99308,W,6
2093,7.1,0.35,0.24,15.4,0.055,46,198,3.12,0.49,8.8,0.9988,W,5
2094,7.5,0.49,0.2,2.6,0.332,8,14,3.21,0.9,10.5,0.9968,R,6
2095,11.5,0.3,0.6,2,0.067,12,27,3.11,0.97,10.1,0.9981,R,6
2096,5.2,0.24,0.15,7.1,0.043,32,134,3.24,0.48,9.9,0.99378,W,6
2097,6.7,0.53,0.29,4.3,0.069,20,114,3.22,0.59,13.4,0.99014,W,6
2098,7.5,0.5,0.36,6.1,0.071,17,102,3.35,0.8,10.5,0.9978,R,5
2099,7,0.26,0.59,1.4,0.037,40,120,3.34,0.41,11.1,0.9918,W,7
2100,8.1,0.24,0.33,10.2,0.048,46,141,3.16,0.48,10.3,0.9972,W,6
2101,7.2,0.24,0.27,1.4,0.038,31,122,3.15,0.46,10.3,0.9927,W,6
2102,6.9,0.2,0.3,4.7,0.041,40,148,3.16,0.35,10.2,0.9932,W,6
2103,5.5,0.485,0,1.5,0.065,8,103,3.63,0.4,9.7,0.994,W,4
2104,6.2,0.25,0.39,1.3,0.051,42,135,3.23,0.4,11.1,0.9906,W,6
2105,6.4,0.26,0.26,1.1,0.052,22,176,3.09,0.54,9.3,0.99304,W,5
2106,7.4,0.4,0.41,14.1,0.053,37,194,3.2,0.63,9.4,0.99886,W,6
2107,7.1,0.715,0,2.35,0.071,21,47,3.29,0.45,9.4,0.99632,R,5
2108,10.9,0.32,0.52,1.8,0.132,17,44,3.28,0.77,11.5,0.99734,R,6
2109,6.9,0.48,0.36,3.5,0.03,31,135,3.14,0.38,12.2,0.9904,W,7
2110,7.2,0.26,0.24,7,0.023,19,130,3.14,0.49,12.8,0.99176,W,7
2111,5.8,0.24,0.39,1.5,0.054,37,158,3.21,0.52,9.3,0.9932,W,6
2112,6.3,0.34,0.33,4.6,0.034,19,80,3.38,0.58,12,0.9917,W,7
2113,7,0.21,0.28,8.6,0.045,37,221,3.25,0.54,10.4,0.9954,W,6
2114,6.3,0.3,0.28,5,0.042,36,168,3.22,0.69,9.5,0.99505,W,6
2115,5.5,0.31,0.29,3,0.027,16,102,3.23,0.56,11.2,0.99067,W,6
2116,7.7,0.43,0.37,10,0.169,22,210,3.02,0.64,9.5,0.99776,W,5
2117,7.6,0.37,0.34,3.2,0.028,42,162,3.01,0.33,12.4,0.9903,W,6
2118,8.2,0.36,0.29,7.6,0.035,37,122,3.16,0.34,12,0.9939,W,5
2119,7.8,0.5,0.09,2.2,0.115,10,42,3.18,0.62,9.5,0.9971,R,5
2120,7.3,0.24,0.39,17.95,0.057,45,149,3.21,0.36,8.6,0.9999,W,5
2121,6.4,0.25,0.32,0.9,0.034,40,114,3.31,0.58,10.8,0.99114,W,7
2122,6.6,0.29,0.29,1.8,0.036,38,102,3.08,0.42,13.7,0.98819,W,7
2123,6.5,0.28,0.27,5.2,0.04,44,179,3.19,0.69,9.4,0.9948,W,6
2124,7,0.16,0.73,1,0.138,58,150,3.08,0.3,9.2,0.9936,W,5
2125,5.9,0.22,0.29,4.2,0.037,69,144,3.13,0.74,10.8,0.99214,W,7
2126,7.1,0.44,0.62,11.8,0.044,52,152,3.12,0.46,8.7,0.9975,W,6
2127,5.8,0.31,0.32,4.5,0.024,28,94,3.25,0.52,13.7,0.98906,W,7
2128,7.2,0.36,0.46,2.1,0.074,24,44,3.4,0.85,11,0.99534,R,7
2129,7,0.17,0.42,1,0.075,19,71,3.32,0.62,11.4,0.99103,W,6
2130,7.3,0.23,0.24,0.9,0.031,29,86,2.9,0.38,12.2,0.98926,W,6
2131,7,0.36,0.25,5.7,0.015,14,73,2.82,0.59,13.2,0.98963,W,6
2132,7.1,0.47,0.29,14.8,0.024,22,142,3.12,0.48,12,0.99518,W,8
2133,8.4,0.19,0.42,1.6,0.047,9,101,3.06,0.65,11.1,0.994,W,4
2134,8,0.23,0.28,2.7,0.048,49,165,3.26,0.72,9.5,0.9952,W,6
2135,7.7,0.69,0.05,2.7,0.075,15,27,3.26,0.61,9.1,0.9974,R,5
2136,6.6,0.38,0.29,2.9,0.035,15,101,3.04,0.37,12.5,0.98916,W,6
2137,8.6,0.18,0.4,1.1,0.04,20,107,2.94,0.32,10.2,0.9923,W,7
2138,6,0.17,0.33,6,0.036,30,111,3.32,0.58,10.13333333,0.99362,W,7
2139,6.2,0.27,0.43,7.8,0.056,48,244,3.1,0.51,9,0.9956,W,6
2140,6.3,0.32,0.32,1.5,0.037,12,76,3.3,0.46,12.3,0.98993,W,6
2141,8,0.26,0.28,8.2,0.038,72,202,3.12,0.56,10,0.99566,W,6
2142,5.6,0.26,0.26,5.7,0.031,12,80,3.25,0.38,10.8,0.9923,W,5
2143,7.2,0.685,0.21,9.5,0.07,33,172,3,0.55,9.1,0.9971,W,6
2144,9.7,0.55,0.17,2.9,0.087,20,53,3.14,0.61,9.4,1.0004,R,5
2145,7.8,0.88,0,2.6,0.098,25,67,3.2,0.68,9.8,0.9968,R,5
2146,6,0.25,0.28,2.2,0.026,54,126,3.43,0.65,12.9,0.9898,W,8
2147,6.5,0.43,0.28,11.25,0.032,31,87,3.02,0.38,12.4,0.9922,W,6
2148,8,0.18,0.37,0.9,0.049,36,109,2.89,0.44,12.7,0.99007,R,6
2149,7.5,0.17,0.37,1.5,0.06,18,75,3.54,0.88,10.7,0.9936,W,5
2150,6.7,0.23,0.31,2.1,0.046,30,96,3.33,0.64,10.7,0.9926,W,8
2151,6.6,0.42,0.13,12.8,0.044,26,158,3.24,0.47,9,0.99772,W,5
2152,6,0.19,0.71,1.5,0.152,9,55,3.12,0.46,9.8,0.9927,W,6
2153,8.6,0.33,0.34,11.8,0.059,42,240,3.17,0.52,10,0.99882,W,6
2154,7.2,0.17,0.41,1.6,0.052,24,126,3.19,0.49,10.8,0.99228,W,5
2155,7.1,0.25,0.28,1.2,0.04,31,111,3.18,0.53,11.1,0.99174,W,5
2156,7.1,0.17,0.4,14.55,0.047,47,156,3.34,0.78,9.1,0.99945,W,6
2157,6.9,0.23,0.35,6.9,0.03,45,116,2.8,0.54,11,0.99244,W,6
2158,6.5,0.41,0.22,4.8,0.052,49,142,3.14,0.62,9.2,0.9946,W,5
2159,5.9,0.2,0.4,1.3,0.047,23,92,3.2,0.45,10,0.99232,W,6
2160,8,0.4,0.33,7.7,0.034,27,98,3.18,0.41,12.2,0.9935,W,7
2161,8.2,0.21,0.48,1.4,0.041,11,99,3.17,0.57,9.9,0.9958,W,5
2162,6.7,0.25,0.33,2.9,0.057,52,173,3.02,0.48,9.5,0.9934,W,7
2163,5.1,0.165,0.22,5.7,0.047,42,146,3.18,0.55,9.9,0.9934,W,6
2164,6,0.17,0.36,1.7,0.042,14,61,3.22,0.54,10.8,0.99144,W,6
2165,6.6,0.25,0.29,1.1,0.068,39,124,3.34,0.58,11,0.9914,W,7
2166,6.8,0.28,0.36,8,0.045,28,123,3.02,0.37,11.4,0.9928,W,6
2167,6,0.22,0.28,1.1,0.034,47,90,3.22,0.38,12.6,0.98862,W,6
2168,7.5,0.51,0.02,1.7,0.084,13,31,3.36,0.54,10.5,0.99538,R,6
2169,6.8,0.24,0.29,9.5,0.042,56,157,3.11,0.51,10.1,0.99586,W,6
2170,6.8,0.36,0.32,1.8,0.067,4,8,3.36,0.55,12.8,0.9928,R,7
2171,7.2,0.31,0.26,7.3,0.05,37,157,3.09,0.43,9,0.99625,W,5
2172,7.6,0.645,0.03,1.9,0.086,14,57,3.37,0.46,10.3,0.9969,R,5
2173,6.9,0.29,0.25,12.2,0.04,29,136,3.05,0.65,10.4,0.99552,W,6
2174,6.7,0.15,0.32,7.9,0.034,17,81,3.29,0.31,10,0.99512,W,6
2175,7.9,0.35,0.36,1.6,0.038,11,124,3.25,0.48,11,0.9928,W,5
2176,7.3,0.25,0.27,3.8,0.047,16,79,3.07,0.46,11.3,0.99173,W,6
2177,6.9,0.3,0.25,3.3,0.041,26,124,3.18,0.5,9.3,0.99428,W,6
2178,6.9,0.33,0.26,5,0.027,46,143,3.25,0.43,11.2,0.9924,W,7
2179,6.8,0.3,0.24,6.6,0.123,35,116,3.07,0.48,9.4,0.9953,W,5
2180,6.1,0.28,0.27,4.7,0.03,56,140,3.16,0.42,12.5,0.99042,W,8
2181,6.6,0.905,0.19,0.8,0.048,17,204,3.34,0.56,10,0.9934,W,5
2182,7.1,0.3,0.36,6.8,0.055,44.5,234,3.49,0.64,10.2,0.9972,W,6
2183,7.1,0.18,0.32,12.2,0.048,36,125,2.92,0.54,9.4,0.9967,W,6
2184,7.7,0.11,0.34,14.05,0.04,41,114,3.07,0.59,11,0.99634,W,7
2185,7,0.14,0.4,1.7,0.035,16,85,3.19,0.42,11.8,0.9911,W,6
2186,7.7,0.54,0.26,1.9,0.089,23,147,3.26,0.59,9.7,0.99636,R,5
2187,7.4,0.28,0.49,1.5,0.034,20,126,2.98,0.39,10.6,0.9918,W,6
2188,7.3,0.67,0.26,1.8,0.401,16,51,3.16,1.14,9.4,0.9969,R,5
2189,6.4,0.3,0.33,5.2,0.05,30,137,3.26,0.58,11.1,0.99304,W,5
2190,7,0.24,0.35,1,0.032,42,104,3.16,0.37,11.7,0.98988,W,7
2191,5.7,0.31,0.29,7.3,0.05,33,143,3.31,0.5,11.06666667,0.99332,W,6
2192,11.6,0.53,0.66,3.65,0.121,6,14,3.05,0.74,11.5,0.9978,R,7
2193,5,0.2,0.4,1.9,0.015,20,98,3.37,0.55,12.05,0.9897,W,6
2194,4.9,0.335,0.14,1.3,0.036,69,168,3.47,0.46,10.46666667,0.99212,W,5
2195,7.1,0.33,0.25,1.6,0.03,25,126,3.22,0.34,12.1,0.9901,W,7
2196,6,0.34,0.29,6.1,0.046,29,134,3.48,0.57,10.7,0.99462,W,6
2197,7.3,0.26,0.31,1.6,0.04,39,173,3.19,0.51,11.4,0.9918,W,6
2198,7.6,0.2,0.34,1.8,0.041,42,148,3.35,0.66,11.1,0.99335,W,6
2199,6.4,0.25,0.28,4.9,0.03,29,98,3.09,0.58,12.8,0.99024,W,7
2200,6.4,0.125,0.29,5.85,0.042,24,99,3.23,0.32,12,0.992,W,7
2201,7.8,0.7,0.06,1.9,0.079,20,35,3.4,0.69,10.9,0.99628,R,5
2202,6.5,0.29,0.52,7.9,0.049,35,192,3.16,0.51,9.5,0.99551,W,6
2203,7.1,0.21,0.32,2.2,0.037,28,141,3.2,0.57,10,0.993,W,7
2204,8.6,0.23,0.46,1,0.054,9,72,2.95,0.49,9.1,0.9941,W,6
2205,7.2,0.63,0,1.9,0.097,14,38,3.37,0.58,9,0.99675,R,6
2206,7,0.38,0.49,2.5,0.097,33,85,3.39,0.77,11.4,0.9962,R,6
2207,6.6,0.34,0.24,3.3,0.034,29,99,3.1,0.4,12.3,0.99031,W,7
2208,7.5,0.31,0.41,2.4,0.065,34,60,3.34,0.85,11.4,0.99492,R,6
2209,6.4,0.27,0.45,8.3,0.05,52,196,3.18,0.48,9.5,0.9955,W,5
2210,6,0.17,0.33,6,0.036,30,111,3.32,0.58,10.15,0.99362,W,7
2211,6.7,0.24,0.39,2.9,0.173,63,157,3.1,0.34,9.4,0.9937,W,6
2212,7.4,0.21,0.27,1.2,0.041,27,99,3.19,0.33,9.8,0.9927,W,6
2213,6.3,0.41,0.22,7.3,0.035,23,117,3.2,0.39,11.94,0.99172,W,7
2214,7.5,0.65,0.18,7,0.088,27,94,3.38,0.77,9.4,0.99915,R,5
2215,7.9,0.28,0.41,4.9,0.058,31,153,3.27,0.51,9.7,0.9966,W,6
2216,6.1,0.28,0.24,19.95,0.074,32,174,3.19,0.44,9.3,0.99922,W,6
2217,7.2,0.19,0.39,1.2,0.036,32,85,3.16,0.5,10.5,0.9918,W,5
2218,6.4,0.28,0.22,12.8,0.039,51,150,3.23,0.43,10.7,0.99535,W,6
2219,5.8,0.17,0.3,1.4,0.037,55,130,3.29,0.38,11.3,0.9909,W,6
2220,7.4,0.67,0.12,1.6,0.186,5,21,3.39,0.54,9.5,0.996,R,5
2221,6.2,0.12,0.34,1.5,0.045,43,117,3.42,0.51,9,0.9939,W,6
2222,7.2,0.31,0.5,13.3,0.056,68,195,3.01,0.47,9.2,0.9982,W,5
2223,5.3,0.32,0.12,6.6,0.043,22,141,3.36,0.6,10.4,0.9937,W,6
2224,7.8,0.32,0.33,10.4,0.031,47,194,3.07,0.58,9.6,0.99692,W,6
2225,6.4,0.24,0.26,8.2,0.054,47,182,3.12,0.5,9.5,0.99538,W,5
2226,6.2,0.26,0.29,2,0.036,16,87,3.33,0.61,11.8,0.99081,W,6
2227,10.7,0.67,0.22,2.7,0.107,17,34,3.28,0.98,9.9,1.0004,R,6
2228,7.4,0.37,0.35,5.7,0.061,12,94,3.48,0.69,10.7,0.9965,W,6
2229,6.5,0.41,0.22,4.8,0.052,49,142,3.14,0.62,9.2,0.9946,W,5
2230,8.2,0.26,0.44,1.3,0.046,7,69,3.14,0.62,10.2,0.9944,W,4
2231,6.8,0.3,0.35,2.8,0.038,10,164,3.09,0.53,12,0.9912,W,6
2232,7.6,0.27,0.24,3.8,0.058,19,115,3.15,0.45,8.9,0.9958,W,5
2233,8.8,0.2,0.43,15,0.053,60,184,3.28,0.79,8.8,1.0008,W,6
2234,7.5,0.23,0.68,11,0.047,37,133,2.99,0.38,8.8,0.9978,W,5
2235,6,0.2,0.38,1.3,0.034,37,104,3.11,0.52,12.7,0.98865,W,6
2236,6.6,0.24,0.27,15.8,0.035,46,188,3.24,0.51,9.2,0.9982,W,5
2237,5.8,0.32,0.2,2.6,0.027,17,123,3.36,0.78,13.9,0.98936,W,7
2238,7.8,0.64,0.1,6,0.115,5,11,3.37,0.69,10.1,0.9984,R,7
2239,7.4,0.19,0.3,12.8,0.053,48.5,229,3.14,0.49,9.1,0.9986,W,7
2240,7.5,0.32,0.26,1.8,0.042,13,133,3.07,0.38,9.5,0.9938,W,5
2241,9.9,0.5,0.5,13.8,0.205,48,82,3.16,0.75,8.8,1.00242,R,5
2242,5,0.17,0.56,1.5,0.026,24,115,3.48,0.39,10.8,0.9906,W,7
2243,7.4,0.55,0.19,1.8,0.082,15,34,3.49,0.68,10.5,0.99655,R,5
2244,6.4,0.17,0.32,2.4,0.048,41,200,3.5,0.5,9.7,0.9938,W,6
2245,6.5,0.22,0.25,17.1,0.05,44,138,3.3,0.37,8.8,1.0001,W,5
2246,6.3,0.33,0.27,1.2,0.046,34,175,3.37,0.54,9.4,0.9934,W,6
2247,8.9,0.635,0.37,1.7,0.263,5,62,3,1.09,9.3,0.9971,R,5
2248,6.6,0.24,0.28,6.7,0.032,26,91,3.13,0.32,12.3,0.99172,W,6
2249,6.9,0.4,0.3,10.6,0.033,24,87,3.15,0.45,12.8,0.99265,W,6
2250,6.9,0.19,0.33,1.6,0.043,63,149,3.44,0.52,10.8,0.9925,W,5
2251,6.8,0.26,0.32,7,0.041,38,118,3.25,0.52,10.8,0.9939,W,6
2252,6.6,0.21,0.29,1.8,0.026,35,128,3.37,0.48,11.2,0.99183,W,6
2253,5.8,1.01,0.66,2,0.039,15,88,3.66,0.6,11.5,0.99357,R,6
2254,8.8,0.19,0.3,5,0.028,34,120,2.94,0.47,11.2,0.99242,W,5
2255,7.4,0.27,0.48,1.1,0.047,17,132,3.19,0.49,11.6,0.9914,W,6
2256,7.1,0.28,0.26,2.8,0.039,50,118,3.06,0.59,11.2,0.9908,W,6
2257,6.2,0.66,0.48,1.2,0.029,29,75,3.33,0.39,12.8,0.9892,W,8
2258,7.2,0.15,0.39,1.8,0.043,21,159,3.52,0.47,10,0.9948,W,5
2259,6.7,0.21,0.37,2.5,0.034,35,89,3.25,0.5,11,0.9913,W,7
2260,7.2,0.73,0.02,2.5,0.076,16,42,3.44,0.52,9.3,0.9972,R,5
2261,6.7,0.64,0.23,2.1,0.08,11,119,3.36,0.7,10.9,0.99538,R,5
2262,6,0.17,0.21,6,0.05,26,134,3.08,0.54,9.8,0.9939,W,6
2263,6.9,0.25,0.34,1.3,0.035,27,82,3.18,0.44,12.2,0.99045,W,6
2264,6.6,0.52,0.44,12.2,0.048,54,245,3.26,0.54,9.3,0.9975,W,6
2265,6.3,0.19,0.33,10.1,0.063,63,133,2.86,0.41,9.1,0.99561,W,5
2266,6.1,0.3,0.3,2.1,0.031,50,163,3.39,0.43,12.7,0.9895,W,7
2267,8,0.64,0.22,2.4,0.094,5,33,3.37,0.58,11,0.99612,R,5
2268,6.1,0.41,0.04,1.3,0.036,23,121,3.24,0.61,9.9,0.99228,W,6
2269,7.2,0.58,0.54,2.1,0.114,3,9,3.33,0.57,10.3,0.99719,R,4
2270,6.3,0.2,0.4,1.5,0.037,35,107,3.46,0.5,11.4,0.9917,W,6
2271,6.5,0.26,0.43,8.9,0.083,50,171,2.85,0.5,9,0.9965,W,5
2272,5.8,0.35,0.29,3.2,0.034,41,151,3.35,0.58,11.63333333,0.9912,W,7
2273,11.4,0.46,0.5,2.7,0.122,4,17,3.13,0.7,10.2,1.0006,R,5
2274,7.5,0.21,0.68,10.9,0.045,38,133,3,0.36,8.7,0.9978,W,5
2275,6.1,0.15,0.4,1.2,0.03,19,84,3.19,0.96,13,0.98926,W,6
2276,6.7,0.28,0.34,8.9,0.048,32,111,3.25,0.54,11,0.99455,W,7
2277,6.7,0.37,0.25,2.5,0.028,24,84,3.14,0.36,11.7,0.9909,W,6
2278,6,0.27,0.3,14.7,0.044,15,144,3.12,0.53,10.3,0.99666,W,6
2279,6.1,0.38,0.14,3.9,0.06,27,113,3.07,0.34,9.2,0.99344,W,4
2280,8.4,0.62,0.09,2.2,0.084,11,108,3.15,0.66,9.8,0.9964,R,5
2281,7,0.32,0.35,1.5,0.039,24,125,3.17,0.64,12.2,0.9918,W,6
2282,6.9,0.24,0.33,12.5,0.046,47,153,3.28,0.77,9.6,0.9983,W,6
2283,7.4,0.16,0.3,13.7,0.056,33,168,2.9,0.44,8.7,0.99825,W,7
2284,5.4,0.185,0.19,7.1,0.048,36,110,3.26,0.41,9.5,0.99438,W,6
2285,7.1,0.17,0.43,1.3,0.023,33,132,3.11,0.56,11.7,0.99067,W,6
2286,7.8,0.645,0,2,0.082,8,16,3.38,0.59,9.8,0.9964,R,6
2287,9.8,0.3,0.39,1.7,0.062,3,9,3.14,0.57,11.5,0.9948,R,7
2288,7.4,0.44,0.2,11.5,0.049,44,157,3.27,0.44,9,0.998,W,5
2289,6.5,0.15,0.32,1.3,0.036,19,76,3.18,0.41,12.3,0.98964,W,6
2290,7.9,0.46,0.32,4.1,0.033,40,138,3.18,0.44,12.8,0.9912,W,7
2291,6.4,0.28,0.36,1.3,0.053,28,186,3.31,0.45,10.8,0.99211,W,5
2292,6.3,0.27,0.49,1.2,0.063,35,92,3.38,0.42,12.2,0.9911,W,6
2293,6.4,0.27,0.49,7.3,0.046,53,206,3.24,0.43,9.2,0.9956,W,6
2294,6.4,0.29,0.18,15,0.04,21,116,3.14,0.5,9.2,0.99736,W,5
2295,6.9,0.52,0.54,7.9,0.036,23,169,3.26,0.47,12.2,0.99267,W,6
2296,7.4,0.24,0.31,8.4,0.045,52,183,3.09,0.32,8.8,0.9963,W,5
2297,7.3,0.23,0.37,1.8,0.032,60,156,3.11,0.35,11.1,0.992,W,6
2298,5.7,0.26,0.3,1.8,0.039,30,105,3.48,0.52,12.5,0.98995,W,7
2299,7.3,0.22,0.26,1.5,0.04,32,172,3.27,0.48,11.2,0.99194,W,6
2300,6.7,0.17,0.5,2.1,0.043,27,122,3.15,0.45,10.3,0.9923,W,6
2301,7,0.16,0.3,2.6,0.043,34,90,2.88,0.47,11.2,0.99047,W,6
2302,6.8,0.28,0.35,2.3,0.042,16,85,3.19,0.56,12.4,0.9906,W,6
2303,5.4,0.15,0.32,2.5,0.037,10,51,3.04,0.58,12.6,0.98878,W,6
2304,6.8,0.37,0.28,1.9,0.024,64,106,3.45,0.6,12.6,0.98993,W,8
2305,7.5,0.38,0.29,12.7,0.05,25,209,3.25,0.59,9.3,0.9986,W,6
2306,7.9,0.26,0.33,10.3,0.039,73,212,2.93,0.49,9.5,0.9969,W,6
2307,6.9,0.28,0.31,7.2,0.04,47,168,3.29,0.57,10.6,0.9946,W,7
2308,7.1,0.43,0.61,11.8,0.045,54,155,3.11,0.45,8.7,0.9974,W,5
2309,7,0.745,0.12,1.8,0.114,15,64,3.22,0.59,9.5,0.99588,R,6
2310,7.8,0.87,0.26,3.8,0.107,31,67,3.26,0.46,9.2,0.99668,R,5
2311,5.7,0.27,0.32,1.2,0.046,20,155,3.8,0.41,10.2,0.9934,W,6
2312,6.5,0.3,0.32,2,0.044,34,90,3.37,0.68,11,0.99185,W,7
2313,6.1,0.19,0.37,2.6,0.041,24,99,3.18,0.5,10.9,0.99153,W,6
2314,6.2,0.35,0.2,18.1,0.069,33,158,3.15,0.5,8.8,0.99908,W,6
2315,6.2,0.27,0.32,6.3,0.048,47,159,3.21,0.6,11,0.99282,W,6
2316,7.3,0.51,0.18,2.1,0.07,12,28,3.52,0.73,9.5,0.99768,R,6
2317,8,0.26,0.28,4.8,0.05,34,150,3.13,0.5,10,0.99437,W,6
2318,7.4,0.26,0.29,3.7,0.048,14,73,3.06,0.45,11.4,0.9915,W,6
2319,7.2,0.26,0.3,2.1,0.033,50,158,3.33,0.43,12.1,0.9909,W,7
